Date,Adj Close,Close,High,Low,Open,Volume,Asset,Daily Return
2020-09-08,110.06999969482422,110.06999969482422,122.913330078125,109.95999908447266,118.66666412353516,346397100,TSLA,-21.062824320390796
2020-03-16,29.67133331298828,29.67133331298828,32.9913330078125,29.47800064086914,31.299999237060547,307342500,TSLA,-18.57780645558401
2020-02-05,48.97999954223633,48.97999954223633,56.39866638183594,46.94066619873047,54.88399887084961,726357000,TSLA,-17.17583947927872
2020-03-18,24.08133316040039,24.08133316040039,26.99066734313965,23.367332458496094,25.933332443237305,356793000,TSLA,-16.03440409986845
2025-03-10,222.1499938964844,222.1499938964844,253.3699951171875,220.0,252.5399932861328,189076900,TSLA,-15.426206822195109
2025-06-05,284.70001220703125,284.70001220703125,324.54998779296875,273.2099914550781,322.489990234375,287499800,TSLA,-14.259893789082124
2018-09-28,17.65133285522461,17.65133285522461,18.53333282470703,17.37066650390625,18.017332077026367,504745500,TSLA,-13.901536785757184
2019-07-25,15.254667282104492,15.254667282104492,15.633333206176758,15.036666870117188,15.56666660308838,336274500,TSLA,-13.613708110635002
2020-03-09,40.53333282470703,40.53333282470703,44.20000076293945,40.33333206176758,40.35933303833008,256105500,TSLA,-13.572525720249962
2019-01-18,20.15066719055176,20.15066719055176,21.808666229248047,19.98200035095215,21.53333282470703,362262000,TSLA,-12.97111611448506
