Date,Adj Close,Close,High,Low,Open,Volume,Asset,Daily Return
2015-08-06,16.408666610717773,16.408666610717773,17.0,15.7413330078125,16.63599967956543,219357000,TSLA,-8.884613070827719
2015-08-27,16.19933319091797,16.19933319091797,16.316667556762695,15.387332916259766,15.399999618530272,114840000,TSLA,8.072407396744573
2015-11-04,15.44200038909912,15.44200038909912,15.515999794006348,15.013333320617676,15.133333206176758,190896000,TSLA,11.173506172895431
2016-02-02,12.185333251953123,12.185333251953123,12.874667167663574,12.01533317565918,12.82800006866455,86604000,TSLA,-7.190002137704655
2016-02-05,10.84000015258789,10.84000015258789,11.533332824707031,10.515999794006348,11.420000076293944,141564000,TSLA,-7.260598006471019
2016-02-08,9.866000175476074,9.866000175476074,10.476667404174805,9.733332633972168,10.473333358764648,139695000,TSLA,-8.985239514773324
2016-02-17,11.245332717895508,11.245332717895508,11.28933334350586,10.445332527160645,10.600000381469728,87378000,TSLA,8.706565860035354
2016-06-22,13.11066722869873,13.11066722869873,13.729999542236328,13.050000190734863,13.29800033569336,356136000,TSLA,-10.450341756812144
2017-07-05,21.80599975585937,21.80599975585937,23.14933204650879,21.755332946777344,23.14666748046875,255700500,TSLA,-7.2400872311006115
2018-02-08,21.01533317565918,21.01533317565918,23.2413330078125,20.97333335876465,22.88733291625977,154719000,TSLA,-8.62898619278617
2018-03-27,18.61199951171875,18.61199951171875,20.284666061401367,18.478666305541992,20.26666641235352,208080000,TSLA,-8.218823758246662
2018-03-28,17.185333251953125,17.185333251953125,17.91200065612793,16.80666732788086,17.6386661529541,315021000,TSLA,-7.66530355251378
2018-06-06,21.299999237060547,21.299999237060547,21.47800064086914,19.832000732421875,20.03333282470703,281509500,TSLA,9.744783937389844
2018-07-03,20.724000930786133,20.724000930786133,22.166000366210938,20.645999908447266,22.11666679382324,184239000,TSLA,-7.225349003910242
2018-08-02,23.30266761779785,23.30266761779785,23.332666397094727,21.54400062561035,21.895999908447266,348225000,TSLA,16.188013070702013
2018-08-07,25.30466651916504,25.30466651916504,25.83066749572754,22.61000061035156,22.922666549682617,463137000,TSLA,10.988623587715573
2018-08-17,20.36666679382324,20.36666679382324,21.784666061401367,20.235332489013672,21.56666755676269,284379000,TSLA,-8.928302310985092
2018-09-10,19.03333282470703,19.03333282470703,19.068666458129883,18.06666755676269,18.21733283996582,214252500,TSLA,8.456157301917578
2018-09-28,17.65133285522461,17.65133285522461,18.53333282470703,17.37066650390625,18.017332077026367,504745500,TSLA,-13.901536785757184
2018-10-01,20.71333312988281,20.71333312988281,20.762666702270508,20.06999969482422,20.384666442871094,326664000,TSLA,17.34713349848751
2018-10-23,19.60933303833008,19.60933303833008,19.86199951171875,17.47333335876465,17.591333389282227,285417000,TSLA,12.718904700256495
2018-10-25,20.99066734313965,20.99066734313965,21.399999618530277,20.067333221435547,21.14800071716309,312610500,TSLA,9.136917152114975
2018-12-24,19.69266700744629,19.69266700744629,20.96666717529297,19.68000030517578,20.899999618530277,83398500,TSLA,-7.6242317549288785
2018-12-26,21.73933219909668,21.73933219909668,21.79800033569336,19.606000900268555,20.0,122446500,TSLA,10.39303204018276
2019-01-18,20.15066719055176,20.15066719055176,21.808666229248047,19.98200035095215,21.53333282470703,362262000,TSLA,-12.97111611448506
