Asset,Average Daily Return,Volatility,Value at Risk (95%),Sharpe Ratio,Maximum Return,Minimum Return
SPY,0.0005003278713903747,0.011251474289323169,-0.01677389326892461,0.5939290249103882,0.10501930183911301,-0.10942373540494499
