Asset,Average Daily Return,Volatility,Value at Risk (95%),Sharpe Ratio,Maximum Return,Minimum Return
BND,-3.284372644072953e-05,0.003412501905293615,-0.0050947124340380515,-0.5219805350669843,0.04220091264006287,-0.054384876788192704
